nj = 6;
nm = 4;
pidle =  [2 1 1 2];
Ops =  {<1 1 1 11 0 5 4> <1 2 3 19 0 1 3>
     <1 3 2 16 0 3 4>
     <1 4 4 13 1 2 3>
     <2 1 2 21 0 5 5>
     <2 2 3 16 0 2 4>
     <2 3 4 14 1 3 4>
     <3 1 3 8 0 5 4>
     <3 2 2 10 0 3 5>
     <3 3 1 14 0 2 3>
     <3 4 4 9 1 1 5>
     <4 1 2 13 0 5 3>
     <4 2 3 20 0 2 5>
     <4 3 4 10 1 3 3>
     <5 1 1 9 0 5 5>
     <5 2 3 16 0 1 3>
     <5 3 4 18 1 3 4>
     <6 1 2 19 0 5 4>
     <6 2 1 21 0 2 4>
     <6 3 3 11 0 1 3>
     <6 4 4 15 1 3 5>};
