nj = 20;
nm = 15;
pidle =  [2 3 3 3 2 1 3 3 2 3 2 3 3 2 3];
Ops =  {<1 1 2 16 0 16 4> <1 2 7 58 0 2 5>
     <1 3 3 22 0 7 3>
     <1 4 5 24 0 3 5>
     <1 5 6 53 0 5 3>
     <1 6 4 9 0 6 5>
     <1 7 1 57 0 4 3>
     <1 8 11 63 0 1 4>
     <1 9 9 92 0 11 4>
     <1 10 13 43 0 9 4>
     <1 11 8 41 0 13 4>
     <1 12 14 26 0 8 3>
     <1 13 15 20 0 14 4>
     <1 14 10 44 0 15 3>
     <1 15 12 93 1 10 3>
     <2 1 3 89 0 16 3>
     <2 2 2 94 0 3 4>
     <2 3 1 86 0 2 4>
     <2 4 4 13 0 1 3>
     <2 5 7 54 0 4 3>
     <2 6 5 41 0 7 3>
     <2 7 6 55 0 5 5>
     <2 8 8 98 0 6 4>
     <2 9 14 38 0 8 3>
     <2 10 15 80 0 14 4>
     <2 11 10 1 0 15 4>
     <2 12 12 100 0 10 4>
     <2 13 13 90 0 12 3>
     <2 14 11 63 0 13 5>
     <2 15 9 14 1 11 4>
     <3 1 2 26 0 16 4>
     <3 2 7 96 0 2 4>
     <3 3 4 32 0 7 4>
     <3 4 5 75 0 4 5>
     <3 5 6 9 0 5 5>
     <3 6 1 57 0 6 3>
     <3 7 3 39 0 1 5>
     <3 8 13 54 0 3 4>
     <3 9 15 28 0 13 3>
     <3 10 11 8 0 15 5>
     <3 11 12 30 0 11 5>
     <3 12 14 57 0 12 3>
     <3 13 10 75 0 14 5>
     <3 14 8 9 0 10 4>
     <3 15 9 41 1 8 4>
     <4 1 4 37 0 16 5>
     <4 2 3 36 0 4 4>
     <4 3 6 63 0 3 4>
     <4 4 1 24 0 6 4>
     <4 5 7 71 0 1 3>
     <4 6 2 97 0 7 5>
     <4 7 5 74 0 2 4>
     <4 8 15 19 0 5 5>
     <4 9 13 45 0 15 4>
     <4 10 9 24 0 13 5>
     <4 11 12 71 0 9 5>
     <4 12 14 53 0 12 5>
     <4 13 11 61 0 14 5>
     <4 14 10 6 0 11 3>
     <4 15 8 32 1 10 5>
     <5 1 4 57 0 16 4>
     <5 2 1 55 0 4 3>
     <5 3 2 21 0 1 5>
     <5 4 6 84 0 2 5>
     <5 5 3 23 0 6 5>
     <5 6 7 79 0 3 3>
     <5 7 5 90 0 7 5>
     <5 8 12 8 0 5 5>
     <5 9 15 59 0 12 3>
     <5 10 11 99 0 15 4>
     <5 11 10 41 0 11 5>
     <5 12 13 68 0 10 5>
     <5 13 9 14 0 13 5>
     <5 14 14 4 0 9 3>
     <5 15 8 55 1 14 3>
     <6 1 5 10 0 16 3>
     <6 2 3 81 0 5 3>
     <6 3 2 13 0 3 5>
     <6 4 4 78 0 2 4>
     <6 5 1 78 0 4 4>
     <6 6 6 10 0 1 5>
     <6 7 7 48 0 6 5>
     <6 8 10 37 0 7 3>
     <6 9 12 21 0 10 5>
     <6 10 8 88 0 12 5>
     <6 11 13 75 0 8 4>
     <6 12 15 11 0 13 3>
     <6 13 14 55 0 15 3>
     <6 14 11 93 0 14 3>
     <6 15 9 51 1 11 3>
     <7 1 7 100 0 16 3>
     <7 2 3 52 0 7 3>
     <7 3 4 54 0 3 3>
     <7 4 2 37 0 4 5>
     <7 5 6 26 0 2 5>
     <7 6 5 74 0 6 4>
     <7 7 1 87 0 5 3>
     <7 8 9 13 0 1 3>
     <7 9 13 88 0 9 3>
     <7 10 11 94 0 13 3>
     <7 11 15 73 0 11 3>
     <7 12 8 55 0 15 4>
     <7 13 12 68 0 8 4>
     <7 14 10 50 0 12 3>
     <7 15 14 88 1 10 4>
     <8 1 5 47 0 16 3>
     <8 2 6 70 0 5 4>
     <8 3 7 7 0 6 5>
     <8 4 3 72 0 7 3>
     <8 5 1 62 0 3 3>
     <8 6 4 30 0 1 5>
     <8 7 2 95 0 4 3>
     <8 8 11 18 0 2 3>
     <8 9 10 65 0 11 3>
     <8 10 8 69 0 10 4>
     <8 11 14 89 0 8 3>
     <8 12 9 89 0 14 3>
     <8 13 15 64 0 9 3>
